,Show_Id,Title,Director,Country,Release_Date,Rating,Duration,Type,No of Episodes
4764,s5129,Reckoning,,"Australia, United States",2020-05-01,TV-MA,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",10.0
4765,s5130,Record of Grancrest War,,Japan,2019-07-01,TV-MA,1 Season,Anime Series,24.0
4766,s5131,Record of Youth,,South Korea,2020-09-08,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",16.0
4768,s5133,Rectify,,United States,2017-03-04,TV-MA,4 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",30.0
4774,s5140,Refresh Man,,Taiwan,2016-12-01,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",17.0
4777,s5144,Reggie Yates Outside Man,,United Kingdom,2017-12-15,TV-MA,2 Seasons,"British TV Shows, Docuseries, International TV Shows",20.0
4778,s5145,Regiment Diaries,,India,2020-12-26,TV-PG,2 Seasons,"Docuseries, International TV Shows",22.0
4780,s5147,Reign,,United States,2017-09-05,TV-14,4 Seasons,TV Dramas,78.0
4793,s5162,Reply 1988,,South Korea,2020-01-01,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",20.0
4794,s5163,Reply 1994,Shin Won-ho,South Korea,2019-08-08,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",21.0
4795,s5164,Reply 1997,Shin Won-ho,South Korea,2019-08-08,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",16.0
4796,s5165,Republic of Doyle,,Canada,2020-05-28,TV-14,6 Seasons,"Crime TV Shows, TV Comedies, TV Dramas",78.0
4797,s5166,Requiem,,United Kingdom,2018-03-23,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas",6.0
4801,s5170,Restaurants on the Edge,,Canada,2020-05-08,TV-14,2 Seasons,"International TV Shows, Reality TV",13.0
4805,s5174,Resurrection: Ertugrul,,Turkey,2019-09-24,TV-14,5 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas",179.0
4807,s5176,Retribution,,United Kingdom,2018-01-30,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",20.0
4815,s5185,Revisions,,Japan,2019-05-14,TV-14,1 Season,"Anime Series, International TV Shows",12.0
4817,s5187,Revolting Rhymes,"Jani Lachauer, Jakob Schuh",United Kingdom,2018-02-01,TV-PG,1 Season,"British TV Shows, Kids' TV",2.0
4818,s5188,Revolutionary Love,,South Korea,2020-06-01,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",16.0
4821,s5192,Rhyme Time Town Singalongs,,United States,2020-12-22,TV-Y,1 Season,Kids' TV,10.0
4823,s5194,Rhythm + Flow,,United States,2019-10-09,TV-MA,1 Season,Reality TV,20.0
4824,s5195,"Rica, Famosa, Latina",,United States,2019-04-26,TV-MA,4 Seasons,"International TV Shows, Reality TV, Spanish-Language TV Shows",198.0
4830,s5202,Richie Rich,,United States,2015-05-22,TV-G,2 Seasons,"Kids' TV, TV Comedies",20.0
4836,s5209,Rilakkuma and Kaoru,,"Japan, United States",2019-04-19,TV-PG,1 Season,"Anime Series, International TV Shows",13.0
4838,s5211,Rimba Racer,,Malaysia,2019-04-05,TV-PG,1 Season,Kids' TV,13.0
4842,s5216,Ripper Street,,"United Kingdom, Ireland",2017-09-08,TV-MA,5 Seasons,"British TV Shows, Crime TV Shows, TV Dramas",36.0
4845,s5220,Rishta.com,,India,2018-03-15,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",26.0
4848,s5223,Rita,,Denmark,2020-08-15,TV-MA,5 Seasons,"International TV Shows, TV Comedies, TV Dramas",40.0
4852,s5227,Riverdale,Rob Seidenglanz,United States,2020-05-14,TV-14,4 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",137.0
4862,s5237,Robocar Poli,,South Korea,2017-09-01,TV-Y,4 Seasons,"Kids' TV, Korean TV Shows",104.0
4863,s5238,Robot Trains,,South Korea,2019-12-31,TV-Y7,2 Seasons,"Kids' TV, Korean TV Shows",135.0
4864,s5239,Robotech,,"United States, Japan",2016-10-01,TV-MA,1 Season,Anime Series,85.0
4865,s5240,Robozuna,,United Kingdom,2019-03-15,TV-Y7,2 Seasons,"British TV Shows, Kids' TV",40.0
4888,s5263,Roman Empire: Reign of Blood,,"Canada, United States",2019-04-05,TV-MA,3 Seasons,Docuseries,15.0
4890,s5265,Romance is a bonus book,,South Korea,2019-02-03,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",16.0
4899,s5274,Rookie Historian Goo Hae-Ryung,,South Korea,2019-07-18,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",40.0
4901,s5276,Room 2806: The Accusation,Jalil Lespert,France,2020-12-07,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",4.0
4904,s5279,Roonpi Secret Love,,Thailand,2019-06-21,TV-14,3 Seasons,"International TV Shows, Romantic TV Shows, Teen TV Shows",34.0
4908,s5284,Rosario Tijeras,,Mexico,2019-05-20,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",197.0
4911,s5287,"Roswell, New Mexico",,United States,2020-06-23,TV-14,2 Seasons,"Classic & Cult TV, TV Dramas, TV Sci-Fi & Fantasy",52.0
4912,s5288,Rotten,,United States,2019-10-04,TV-MA,2 Seasons,"Docuseries, Science & Nature TV",12.0
4916,s5292,Royal Pains,Jay Chandrasekhar,United States,2017-05-18,TV-PG,8 Seasons,"TV Comedies, TV Dramas",104.0
4917,s5293,Rubi,,Mexico,2017-12-31,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",115.0
4919,s5295,Rugal,,South Korea,2020-03-29,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",16.0
4926,s5302,Run On,,South Korea,2020-12-17,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",16.0
4931,s5308,Rurouni Kenshin,,Japan,2020-01-01,TV-14,3 Seasons,"Anime Series, International TV Shows",20.0
4935,s5313,Russell Peters vs. the World,,United States,2013-10-14,NR,1 Season,"Docuseries, Stand-Up Comedy & Talk Shows",20.0
4938,s5316,Russian Doll,,United States,2019-02-01,TV-MA,1 Season,"TV Comedies, TV Dramas",15.0
4940,s5318,Rust Valley Restorers,,Canada,2020-08-21,TV-14,3 Seasons,"International TV Shows, Reality TV",50.0
4951,s5330,Sab Jholmaal Hai,Vijay Roche,India,2020-10-18,TV-Y7,3 Seasons,"Kids' TV, TV Comedies",156.0
4953,s5332,Sacred Games,"Vikramaditya Motwane, Anurag Kashyap","India, United States",2019-08-15,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",16.0
4959,s5338,Sadqay Tumhare,Ehtesham Uddin,Pakistan,2016-12-15,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",27.0
4961,s5340,Safe,,United Kingdom,2019-02-05,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",8.0
4966,s5345,Saint Seiya,,Japan,2020-04-01,TV-14,6 Seasons,Anime Series,114.0
4967,s5346,Saint Seiya: The Lost Canvas,,Japan,2018-05-15,TV-MA,1 Season,"Anime Series, International TV Shows",26.0
4971,s5350,Sakho & Mangane,,Senegal,2020-12-27,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",8.0
4976,s5356,Sam & Cat,,United States,2019-11-05,TV-PG,2 Seasons,"Kids' TV, TV Comedies",35.0
4983,s5363,Samantha!,,Brazil,2019-04-19,TV-MA,2 Seasons,"International TV Shows, TV Comedies",14.0
4987,s5367,Sammy & Co,,France,2015-12-25,TV-Y,1 Season,"Kids' TV, TV Comedies",107.0
4990,s5371,Samurai Gourmet,,Japan,2017-03-17,TV-PG,1 Season,"International TV Shows, TV Dramas",12.0
4998,s5379,SanPa: Sins of the Savior,Cosima Spender,Italy,2020-12-30,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",5.0
5000,s5381,Santa Clarita Diet,,United States,2019-03-29,TV-MA,3 Seasons,"TV Comedies, TV Horror, TV Thrillers",30.0
5027,s5413,Save Me,,South Korea,2020-01-01,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",18.0
5028,s5414,Save Our Shelter,,United States,2018-08-18,TV-G,1 Season,Reality TV,30.0
5034,s5420,Say I Do,,United States,2020-07-01,TV-14,1 Season,"Reality TV, Romantic TV Shows",20.0
5037,s5424,SCAMS,,Japan,2019-11-06,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",9.0
5038,s5425,Scandal,,United States,2018-05-19,TV-14,7 Seasons,"Crime TV Shows, TV Dramas",124.0
5040,s5427,Scare Tactics,,United States,2019-06-30,TV-MA,2 Seasons,"Reality TV, TV Comedies, TV Horror",10.0
5045,s5432,Schitt's Creek,,"Canada, United States",2020-10-03,TV-MA,6 Seasons,TV Comedies,80.0
5049,s5436,Schulz Saves America,Alexx Media,United States,2020-12-17,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",4.0
5050,s5437,Scissor Seven,He Xiaofeng,China,2020-05-07,TV-14,2 Seasons,"International TV Shows, TV Action & Adventure, TV Comedies",46.0
5052,s5439,Scooby-Doo!: Mystery Incorporated,,United States,2019-12-15,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",20.0
5055,s5442,Scream,,United States,2019-09-01,TV-MA,3 Seasons,"Crime TV Shows, TV Horror, TV Mysteries",20.0
5060,s5447,Señora Acero,,"Mexico, United States",2019-04-28,TV-MA,5 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",387.0
5070,s5457,Second 20s,,South Korea,2019-10-16,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",16.0
5072,s5459,Secret Affair,,South Korea,2017-05-22,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",20.0
5073,s5460,Secret City,,Australia,2019-03-06,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries",12.0
5076,s5464,Secret of the Nile,,Egypt,2018-03-15,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",30.0
5078,s5466,Secreto bien guardado,,Argentina,2020-10-01,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",5.0
5082,s5470,Secrets of Great British Castles,,United Kingdom,2019-04-01,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",12.0
5096,s5485,Seis Manos,,United States,2019-10-03,TV-MA,1 Season,"Anime Series, Crime TV Shows",8.0
5097,s5486,Selection Day,,India,2018-12-28,TV-14,1 Season,"International TV Shows, TV Dramas, Teen TV Shows",13.0
5098,s5487,Selena: The Series,,"Mexico, United States",2020-12-04,TV-PG,1 Season,TV Dramas,18.0
5099,s5488,Self Made: Inspired by the Life of Madam C.J. Walker,,United States,2020-03-20,TV-MA,1 Season,TV Dramas,4.0
5104,s5494,Sense8,,United States,2016-12-23,TV-MA,2 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",24.0
5105,s5495,Sensitive Skin,,Canada,2019-12-01,TV-MA,1 Season,TV Comedies,12.0
5110,s5500,Serial Killer with Piers Morgan,,United Kingdom,2019-09-01,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries",4.0
5113,s5503,Servant of the People,,Ukraine,2017-03-01,TV-14,1 Season,"International TV Shows, TV Comedies",51.0
5122,s5514,Seven and Me,,France,2017-10-15,TV-Y,1 Season,Kids' TV,50.0
5125,s5517,Seven Seconds,,United States,2018-02-23,TV-MA,1 Season,"Crime TV Shows, TV Dramas",10.0
5133,s5525,Sex Education,,United Kingdom,2020-01-17,TV-MA,2 Seasons,"British TV Shows, International TV Shows, TV Comedies",32.0
5134,s5526,"Sex, Explained",,United States,2020-01-02,TV-MA,1 Season,"Docuseries, Science & Nature TV",5.0
5137,s5529,Sexy Central,,Hong Kong,2019-07-20,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",12.0
5142,s5534,Shadow of Truth,,Israel,2017-01-27,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",8.0
5145,s5537,Shaka Zulu,,"Italy, South Africa, West Germany, Australia, United States",2019-01-10,TV-14,1 Season,TV Dramas,10.0
5147,s5539,Shameless (U.S.),,United States,2020-07-26,TV-MA,10 Seasons,"TV Comedies, TV Dramas",20.0
5154,s5546,Shaun the Sheep,,"United Kingdom, Finland, Germany",2020-12-22,TV-Y,2 Seasons,"British TV Shows, Kids' TV, TV Comedies",171.0
5155,s5547,Shaun the Sheep: Adventures from Mossy Bottom,,United Kingdom,2020-03-17,TV-Y7,1 Season,"British TV Shows, Kids' TV, TV Comedies",10.0
5160,s5552,She,,India,2020-03-20,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",14.0
5163,s5555,She-Ra and the Princesses of Power,,United States,2020-05-15,TV-Y7,5 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",64.0
5165,s5557,She's Gotta Have It,,United States,2019-05-24,TV-MA,2 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas",20.0
5171,s5563,Sherlock,,"United Kingdom, United States",2017-05-15,TV-14,4 Seasons,"British TV Shows, Crime TV Shows, International TV Shows",15.0
5176,s5568,Shine On with Reese,,United States,2019-10-29,TV-MA,1 Season,"Docuseries, Stand-Up Comedy & Talk Shows",9.0
5181,s5573,Shooter,,United States,2019-06-21,TV-14,3 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",20.0
5183,s5575,Shopkins,,United States,2020-02-01,TV-Y,1 Season,Kids' TV,43.0
5193,s5585,Shot in the Dark,,United States,2017-11-17,TV-MA,1 Season,Reality TV,20.0
5196,s5589,Shtisel,,Israel,2018-12-15,TV-14,2 Seasons,"International TV Shows, TV Dramas",33.0
5205,s5598,Sick Note,,United Kingdom,2018-11-23,TV-MA,2 Seasons,"British TV Shows, International TV Shows, TV Comedies",14.0
5206,s5599,Sid the Science Kid,,United States,2020-03-31,TV-Y,1 Season,Kids' TV,98.0
5210,s5603,Signal,,South Korea,2019-10-01,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",16.0
5211,s5604,Signs,,Poland,2020-09-16,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",20.0
5217,s5610,Silvana Sin Lana,,United States,2018-11-17,TV-14,1 Season,"Romantic TV Shows, Spanish-Language TV Shows, TV Comedies",121.0
5219,s5612,Silver Spoon,,Russia,2017-09-15,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure",22.0
5220,s5613,Simon,,France,2018-05-01,TV-Y,1 Season,Kids' TV,20.0
5224,s5618,Sin senos no hay paraíso,,"Colombia, Mexico, United States",2017-05-15,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",175.0
5225,s5619,Sin Senos sí Hay Paraíso,,"United States, Colombia",2019-01-11,TV-MA,3 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas",241.0
5226,s5620,Sinatra: All or Nothing at All,Alex Gibney,United States,2020-07-23,TV-14,1 Season,Docuseries,2.0
5228,s5622,Sing On!,,United States,2020-09-16,TV-PG,1 Season,Reality TV,8.0
5229,s5623,Sing On! Germany,,Germany,2020-08-07,TV-PG,1 Season,"International TV Shows, Reality TV",7.0
5230,s5624,Sing On! Spain,,Spain,2020-07-24,TV-G,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows",8.0
5232,s5626,Singapore Social,,"Singapore, United States",2019-11-22,TV-MA,1 Season,"International TV Shows, Reality TV",8.0
5236,s5631,Single Wives,,Australia,2020-07-18,TV-MA,1 Season,"Reality TV, Romantic TV Shows",20.0
5237,s5632,Singles Villa,,China,2017-06-10,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",24.0
5241,s5636,Sintonia,,Brazil,2019-08-09,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",32.0
5243,s5638,Sirius the Jaeger,,Japan,2018-12-21,TV-MA,1 Season,"Anime Series, International TV Shows, TV Thrillers",12.0
5246,s5641,"Sister, Sister",,United States,2020-09-01,TV-G,6 Seasons,"TV Comedies, Teen TV Shows",119.0
5248,s5643,Sisters,,Australia,2018-09-01,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",127.0
5250,s5645,Six Windows in the Desert,"Ali Kalthami, Meshal Aljaser, Faris Godus, Mohamed al Salman, Faisal al Amer",Saudi Arabia,2020-02-27,TV-14,1 Season,TV Shows,6.0
5252,s5647,Skin Decision: Before and After,,United States,2020-07-15,TV-MA,1 Season,Reality TV,8.0
5254,s5649,Skin Wars,,United States,2016-10-01,TV-14,3 Seasons,Reality TV,29.0
5255,s5650,Skin Wars: Fresh Paint,,United States,2018-12-15,TV-14,1 Season,Reality TV,9.0
5262,s5657,Skylanders Academy,,"South Korea, United States",2018-09-28,TV-Y7,3 Seasons,"Kids' TV, TV Comedies",39.0
5264,s5659,Skylines,,Germany,2019-09-27,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",20.0
5266,s5661,Slasher,,Canada,2020-06-23,TV-MA,3 Seasons,"TV Horror, TV Mysteries, TV Thrillers",40.0
5268,s5664,Sleepless Society: Insomnia,"Pantham Thongsang, Cheewatan Pusitsuksa",Thailand,2020-02-13,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",13.0
5269,s5665,Sleepless Society: Nyctophobia,,Thailand,2019-08-01,TV-MA,1 Season,"International TV Shows, TV Mysteries, TV Thrillers",1.0
5270,s5666,Sleepless Society: Two Pillows & A Lost Soul,Sivaroj Kongsakul,Thailand,2020-05-15,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",13.0
5274,s5670,Slobby's World,,United States,2018-12-31,TV-MA,1 Season,Reality TV,20.0
5283,s5679,Smoking,,Japan,2018-07-27,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",12.0
5285,s5681,Sneakerheads,,United States,2020-09-25,TV-MA,1 Season,TV Comedies,6.0
5293,s5689,Social Distance,,United States,2020-10-15,TV-MA,1 Season,"TV Comedies, TV Dramas",8.0
5297,s5693,Sofia the First,,United States,2018-10-08,TV-Y,4 Seasons,Kids' TV,110.0
5306,s5702,Some Assembly Required,,Canada,2015-10-16,TV-Y,2 Seasons,"Kids' TV, TV Comedies",57.0
5308,s5704,Somebody Feed Phil,,United States,2020-10-30,TV-14,4 Seasons,"Docuseries, Reality TV",41.0
5310,s5706,Someone Has to Die,Manolo Caro,"Mexico, Spain",2020-10-16,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",3.0
5311,s5707,Someone Like You,,Taiwan,2016-10-01,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",20.0
5313,s5709,Something in the Rain,,South Korea,2018-05-26,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",16.0
5316,s5712,Somewhere Between,,United States,2018-06-30,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",10.0
5317,s5713,Somewhere Only We Know,,China,2019-06-15,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",20.0
5322,s5718,Song Exploder,,United States,2020-12-15,TV-MA,2 Seasons,Docuseries,8.0
5324,s5720,Sonic X,,Japan,2020-01-29,TV-Y7,2 Seasons,"Anime Series, Kids' TV",78.0
5326,s5722,Sons of the Caliphate,,Nigeria,2020-01-24,TV-14,2 Seasons,"International TV Shows, TV Dramas",26.0
5329,s5725,Sotus The Series,,Thailand,2019-05-25,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",29.0
5330,s5726,Soul Eater,,Japan,2020-01-16,TV-14,1 Season,"Anime Series, International TV Shows",51.0
5334,s5730,Soundtrack,,United States,2019-12-18,TV-MA,1 Season,"Romantic TV Shows, TV Dramas",10.0
5336,s5732,Southern Survival,,United States,2020-07-03,TV-PG,1 Season,Reality TV,8.0
5338,s5734,Space Force,,United States,2020-05-29,TV-MA,1 Season,TV Comedies,17.0
5339,s5736,Space Racers,,United States,2020-03-31,TV-Y,1 Season,Kids' TV,70.0
5341,s5738,Spark,,South Korea,2017-02-15,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",20.0
5344,s5741,Sparta,,Russia,2019-02-01,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",8.0
5345,s5742,Spartacus,,United States,2015-02-01,TV-MA,4 Seasons,"TV Action & Adventure, TV Dramas",33.0
5346,s5743,Special,,United States,2019-04-12,TV-MA,1 Season,TV Comedies,16.0
5350,s5747,Spectros,,Brazil,2020-02-20,TV-MA,1 Season,"International TV Shows, TV Horror, TV Mysteries",7.0
5358,s5756,Spinning Out,,United States,2020-01-01,TV-MA,1 Season,TV Dramas,10.0
5359,s5757,Spirit Riding Free: Pony Tales,,United States,2019-10-18,TV-Y7,2 Seasons,Kids' TV,10.0
5361,s5759,Spirit Riding Free: Riding Academy,,United States,2020-09-04,TV-Y7,2 Seasons,Kids' TV,16.0
5363,s5761,Spirit: Riding Free,,United States,2019-04-05,TV-Y7,8 Seasons,Kids' TV,20.0
5366,s5765,Splash and Bubbles,,United States,2018-08-13,TV-Y,2 Seasons,Kids' TV,41.0
5370,s5769,Spotless,,"United Kingdom, France",2016-10-15,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",10.0
5379,s5778,Spy Kids: Mission Critical,,"United States, Canada",2018-11-30,TV-Y7,2 Seasons,Kids' TV,20.0
5384,s5783,Stand Up and Away! with Brian Regan,,United States,2018-12-24,TV-PG,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",4.0
5387,s5786,Star Trek,,United States,2017-10-01,TV-14,3 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Sci-Fi & Fantasy",80.0
5388,s5787,Star Trek: Deep Space Nine,,United States,2017-01-01,TV-14,7 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy",173.0
5389,s5788,Star Trek: Enterprise,,United States,2017-10-01,TV-14,4 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Sci-Fi & Fantasy",98.0
5390,s5789,Star Trek: The Next Generation,,United States,2018-04-02,TV-PG,7 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy",176.0
5391,s5790,Star Trek: Voyager,,United States,2017-10-01,TV-PG,7 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy",168.0
5393,s5792,Star-Crossed,,United States,2015-04-16,TV-14,1 Season,"Romantic TV Shows, TV Dramas, TV Sci-Fi & Fantasy",13.0
5394,s5793,StarBeam,,United States,2020-09-08,TV-Y,2 Seasons,Kids' TV,42.0
5397,s5796,Stargate SG-1,,"United States, Canada",2020-12-01,TV-MA,10 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Sci-Fi & Fantasy",213.0
